IdCompra,Fecha,Fecha_Año,Fecha_Mes,Fecha_Periodo,IdProducto,Cantidad,Precio,IdProveedor
173,2/27/2015,2015,02,201502,42913,9,1059.86,4
174,2/27/2015,2015,02,201502,42914,16,1025.12,13
175,2/27/2015,2015,02,201502,42918,2,622.5,10
176,2/27/2015,2015,02,201502,42919,10,476.95,9
177,2/27/2015,2015,02,201502,42920,6,505.49,6
178,2/27/2015,2015,02,201502,42921,6,576.48,8
179,2/27/2015,2015,02,201502,42922,13,522.31,13
180,2/27/2015,2015,02,201502,42924,1,375.66,8
181,2/27/2015,2015,02,201502,42925,3,1.96,9
182,2/27/2015,2015,02,201502,42934,3,1110.8,5
183,2/27/2015,2015,02,201502,42937,5,1569.32,5
184,2/27/2015,2015,02,201502,42941,27,2114.97,3
185,2/27/2015,2015,02,201502,42944,24,2621.9,12
186,2/27/2015,2015,02,201502,42946,10,1487.36,1
187,2/27/2015,2015,02,201502,42949,6,1515.91,8
188,2/27/2015,2015,02,201502,42950,14,1832.77,5
189,2/27/2015,2015,02,201502,42951,8,1872.87,6
190,2/27/2015,2015,02,201502,42953,7,2268.76,10
191,2/27/2015,2015,02,201502,42955,3,1705.33,9
192,2/27/2015,2015,02,201502,42960,15,3050.95,4
193,2/27/2015,2015,02,201502,42963,8,1670.36,9
194,2/27/2015,2015,02,201502,42966,20,2639.19,5
195,2/27/2015,2015,02,201502,42968,23,2326.25,10
196,2/27/2015,2015,02,201502,42969,11,2894.93,6
197,2/27/2015,2015,02,201502,42970,5,2085.32,3
198,2/27/2015,2015,02,201502,42971,5,1739.46,11
199,2/27/2015,2015,02,201502,42972,12,1702.12,2
200,2/27/2015,2015,02,201502,43029,3,737.94,3
201,2/27/2015,2015,02,201502,43031,29,948.17,12
202,2/27/2015,2015,02,201502,43032,8,644.51,6
203,2/27/2015,2015,02,201502,43034,5,611.33,10
204,2/27/2015,2015,02,201502,43035,12,755.16,8
205,2/27/2015,2015,02,201502,43036,11,509.68,11
206,2/27/2015,2015,02,201502,43037,8,69612,13
207,2/27/2015,2015,02,201502,43040,8,516.75,11
208,2/27/2015,2015,02,201502,43041,3,529.82,6
209,2/27/2015,2015,02,201502,43043,9,902.8,1
210,2/27/2015,2015,02,201502,42816,10,944.54,11
211,2/27/2015,2015,02,201502,42819,5,674.5,5
212,2/27/2015,2015,02,201502,42820,5,516.18,7
213,2/27/2015,2015,02,201502,42823,4,631.24,6
214,2/27/2015,2015,02,201502,42824,4,400.01,4
215,2/27/2015,2015,02,201502,42825,5,376.69,8
216,2/27/2015,2015,02,201502,42826,6,380.83,11
217,2/27/2015,2015,02,201502,42810,6,970.56,4
218,2/27/2015,2015,02,201502,42812,27,296.43,12
219,2/27/2015,2015,02,201502,42815,9,440.74,2
220,2/27/2015,2015,02,201502,42904,7,103.26,8
221,2/27/2015,2015,02,201502,42906,22,238.64,11
222,2/27/2015,2015,02,201502,42864,7,123.87,8
223,2/27/2015,2015,02,201502,42865,19,144.33,7
224,2/27/2015,2015,02,201502,42867,7,122.08,8
225,2/27/2015,2015,02,201502,42868,2,138.57,3
226,2/27/2015,2015,02,201502,42869,13,147.71,4
227,2/27/2015,2015,02,201502,42871,4,436.56,11
228,2/27/2015,2015,02,201502,42872,10,406.15,8
229,2/27/2015,2015,02,201502,42873,1,432.9,9
230,2/27/2015,2015,02,201502,42877,8,,4
231,2/27/2015,2015,02,201502,42878,7,413.33,9
232,2/27/2015,2015,02,201502,42881,15,310.3,9
233,2/27/2015,2015,02,201502,42884,37,358.09,13
234,2/27/2015,2015,02,201502,42885,4,348.91,13
235,2/27/2015,2015,02,201502,42886,6,316.74,5
236,2/27/2015,2015,02,201502,42887,10,,5
237,2/27/2015,2015,02,201502,42888,6,303.02,4
238,2/27/2015,2015,02,201502,42891,6,324.17,3
239,2/27/2015,2015,02,201502,42892,2,374.9,13
240,2/27/2015,2015,02,201502,42893,2,330.56,5
241,2/27/2015,2015,02,201502,42898,30,357.47,10
242,2/27/2015,2015,02,201502,42988,8,478.18,5
243,2/27/2015,2015,02,201502,42989,2,259.64,8
244,2/27/2015,2015,02,201502,42990,2,248.08,13
245,2/27/2015,2015,02,201502,42991,14,283.61,4
246,2/27/2015,2015,02,201502,42993,5,317.43,9
247,2/27/2015,2015,02,201502,42995,5,220.27,7
248,2/27/2015,2015,02,201502,42999,17,386.06,3
249,2/27/2015,2015,02,201502,43000,25,270.88,3
250,2/27/2015,2015,02,201502,43001,24,429.41,13
251,2/27/2015,2015,02,201502,43005,7,256.22,11
252,2/27/2015,2015,02,201502,43007,23,300.11,1
253,2/27/2015,2015,02,201502,43008,6,294.36,2
254,2/27/2015,2015,02,201502,43010,9,242.67,3
255,2/27/2015,2015,02,201502,43012,6,374.36,10
256,2/27/2015,2015,02,201502,43013,5,280.55,13
257,2/27/2015,2015,02,201502,43014,20,392.44,5
258,2/27/2015,2015,02,201502,43016,16,337.25,11
259,2/27/2015,2015,02,201502,43018,19,314.83,5
260,2/27/2015,2015,02,201502,43019,4,321.31,3
261,2/27/2015,2015,02,201502,43020,4,442.47,7
262,2/27/2015,2015,02,201502,43021,3,338.88,3
263,2/27/2015,2015,02,201502,43023,26,428.18,12
264,2/27/2015,2015,02,201502,43025,4,,8
265,2/27/2015,2015,02,201502,42754,1,859.7,10
266,2/27/2015,2015,02,201502,42756,15,471.94,9
267,2/27/2015,2015,02,201502,42758,4,1380.42,8
268,2/27/2015,2015,02,201502,42759,19,1357.08,1
269,2/27/2015,2015,02,201502,42760,8,999.44,11
270,2/27/2015,2015,02,201502,42763,18,1449.99,12
271,2/27/2015,2015,02,201502,42765,6,1311.66,13
272,2/27/2015,2015,02,201502,42767,2,2273.38,7
273,2/27/2015,2015,02,201502,42768,7,1358.92,8
274,2/27/2015,2015,02,201502,42769,3,2138.98,12
275,2/27/2015,2015,02,201502,42770,15,2275.87,8
276,2/27/2015,2015,02,201502,42771,10,1560.05,4
277,2/27/2015,2015,02,201502,42772,5,5124.06,11
278,2/27/2015,2015,02,201502,42774,5,4256.89,2
279,2/27/2015,2015,02,201502,42776,17,913,6
280,2/27/2015,2015,02,201502,42777,10,1822.52,7
281,2/27/2015,2015,02,201502,42778,16,1940.4,9
282,2/27/2015,2015,02,201502,42780,6,2612.81,6
283,2/27/2015,2015,02,201502,42783,7,1524.52,11
284,2/27/2015,2015,02,201502,42785,9,994.38,3
285,2/27/2015,2015,02,201502,42786,6,489.02,7
286,2/27/2015,2015,02,201502,42787,9,1033.3,3
287,2/27/2015,2015,02,201502,42788,6,297.2,7
288,2/27/2015,2015,02,201502,42794,12,222.56,7
289,2/27/2015,2015,02,201502,42797,5,3351.96,3
290,2/27/2015,2015,02,201502,42799,8,1017.23,12
291,2/27/2015,2015,02,201502,42801,3,1966.51,13
292,2/27/2015,2015,02,201502,42850,4,181.15,8
293,2/27/2015,2015,02,201502,42851,4,109.31,8
294,2/27/2015,2015,02,201502,42926,8,55.17,9
295,2/27/2015,2015,02,201502,42929,18,233.77,2
296,2/27/2015,2015,02,201502,42930,2,94.08,11
297,2/27/2015,2015,02,201502,42901,7,153.77,11
298,2/27/2015,2015,02,201502,42973,4,83.55,4
299,2/27/2015,2015,02,201502,42975,3,163.23,5
300,2/27/2015,2015,02,201502,42977,8,88.46,6
301,2/27/2015,2015,02,201502,42978,13,73.67,12
302,2/27/2015,2015,02,201502,42979,3,79.73,2
303,2/27/2015,2015,02,201502,42980,6,77.84,13
304,3/27/2015,2015,03,201503,42833,11,63331,6
305,3/27/2015,2015,03,201503,42837,6,267.75,12
306,3/27/2015,2015,03,201503,42838,10,628.06,2
307,3/27/2015,2015,03,201503,42839,5,279.3,9
308,3/27/2015,2015,03,201503,42840,6,263.07,5
309,3/27/2015,2015,03,201503,42842,20,219.14,5
310,3/27/2015,2015,03,201503,42843,14,490.3,10
311,3/27/2015,2015,03,201503,42845,15,643.74,11
312,3/27/2015,2015,03,201503,42847,12,1732.41,5
313,3/27/2015,2015,03,201503,42856,8,372.49,9
314,3/27/2015,2015,03,201503,42859,4,439.67,8
315,3/27/2015,2015,03,201503,42860,7,441.75,3
316,3/27/2015,2015,03,201503,42863,6,296.14,9
317,3/27/2015,2015,03,201503,42907,1,276.32,4
318,3/27/2015,2015,03,201503,42912,8,1303.83,14
319,3/27/2015,2015,03,201503,42915,14,1238.9,5
320,3/27/2015,2015,03,201503,42916,10,909.13,4
321,3/27/2015,2015,03,201503,42918,5,539.62,6
322,3/27/2015,2015,03,201503,42919,12,400.31,6
323,3/27/2015,2015,03,201503,42921,6,530.69,6
324,3/27/2015,2015,03,201503,42922,9,467.65,2
325,3/27/2015,2015,03,201503,42923,21,553.55,2
326,3/27/2015,2015,03,201503,42933,5,888.6,14
327,3/27/2015,2015,03,201503,42934,7,1346.7,11
328,3/27/2015,2015,03,201503,42936,4,2239.5,9
329,3/27/2015,2015,03,201503,42938,5,2028,10
330,3/27/2015,2015,03,201503,42939,4,2105.23,9
331,3/27/2015,2015,03,201503,42940,11,1594.76,7
332,3/27/2015,2015,03,201503,42941,2,2112.59,8
333,3/27/2015,2015,03,201503,42944,15,2836.31,13
334,3/27/2015,2015,03,201503,42945,3,2438.52,9
335,3/27/2015,2015,03,201503,42948,10,2220.39,9
336,3/27/2015,2015,03,201503,42949,4,1304.91,3
337,3/27/2015,2015,03,201503,42954,17,1760.56,9
338,3/27/2015,2015,03,201503,42955,14,1565.65,1
339,3/27/2015,2015,03,201503,42957,3,202554,11
340,3/27/2015,2015,03,201503,42958,9,2386.54,3
341,3/27/2015,2015,03,201503,42960,14,3002.5,12
342,3/27/2015,2015,03,201503,42962,16,1583.61,6
343,3/27/2015,2015,03,201503,42963,2,1600.47,2
344,3/27/2015,2015,03,201503,42964,10,1945.45,12
345,3/27/2015,2015,03,201503,42965,20,1739.51,7
346,3/27/2015,2015,03,201503,42966,4,2077.8,8
347,3/27/2015,2015,03,201503,42971,12,1889.59,4
348,3/27/2015,2015,03,201503,42972,8,1928.17,6
349,3/27/2015,2015,03,201503,43028,7,569.54,11
350,3/27/2015,2015,03,201503,43029,8,847.99,12
351,3/27/2015,2015,03,201503,43031,22,817.25,6
352,3/27/2015,2015,03,201503,43034,6,769.77,6
353,3/27/2015,2015,03,201503,43035,4,706.4,13
354,3/27/2015,2015,03,201503,43036,10,489.45,4
355,3/27/2015,2015,03,201503,43037,2,878.26,6
356,3/27/2015,2015,03,201503,43039,9,515.78,2
357,3/27/2015,2015,03,201503,43041,24,602.23,13
358,3/27/2015,2015,03,201503,43042,8,851.32,5
359,3/27/2015,2015,03,201503,43043,3,789.05,12
360,3/27/2015,2015,03,201503,42816,16,952.91,11
361,3/27/2015,2015,03,201503,42817,5,624.25,13
362,3/27/2015,2015,03,201503,42818,8,1364.59,10
363,3/27/2015,2015,03,201503,42820,6,455.73,5
364,3/27/2015,2015,03,201503,42822,6,604.41,2
365,3/27/2015,2015,03,201503,42823,3,672.12,6
366,3/27/2015,2015,03,201503,42824,9,394.37,11
367,3/27/2015,2015,03,201503,42826,9,369.73,13
368,3/27/2015,2015,03,201503,42828,6,586.04,13
369,3/27/2015,2015,03,201503,42829,11,684.52,3
370,3/27/2015,2015,03,201503,42831,3,28465,12
371,3/27/2015,2015,03,201503,42848,5,980.42,4
372,3/27/2015,2015,03,201503,42849,5,1229.41,2
373,3/27/2015,2015,03,201503,42810,7,914.33,2
374,3/27/2015,2015,03,201503,42811,1,1774.34,2
375,3/27/2015,2015,03,201503,42812,4,228.19,14
376,3/27/2015,2015,03,201503,42813,6,285.32,10
377,3/27/2015,2015,03,201503,42902,5,,11
378,3/27/2015,2015,03,201503,42903,4,196.75,11
379,3/27/2015,2015,03,201503,42906,5,256.06,6
380,3/27/2015,2015,03,201503,42866,1,132.98,1
381,3/27/2015,2015,03,201503,42867,4,143.61,9
382,3/27/2015,2015,03,201503,42868,8,13729,7
383,3/27/2015,2015,03,201503,42871,28,395.21,10
384,3/27/2015,2015,03,201503,42872,8,354.06,5
385,3/27/2015,2015,03,201503,42873,21,405.82,7
386,3/27/2015,2015,03,201503,42875,13,393.94,7
387,3/27/2015,2015,03,201503,42877,24,397.89,6
388,3/27/2015,2015,03,201503,42878,9,363,6
389,3/27/2015,2015,03,201503,42880,10,377.21,8
390,3/27/2015,2015,03,201503,42881,15,390.82,7
391,3/27/2015,2015,03,201503,42882,16,396.26,8
392,3/27/2015,2015,03,201503,42884,7,332.03,14
393,3/27/2015,2015,03,201503,42886,4,326.24,12
394,3/27/2015,2015,03,201503,42887,7,301.97,8
395,3/27/2015,2015,03,201503,42888,5,309.73,4
396,3/27/2015,2015,03,201503,42891,14,403.91,11
397,3/27/2015,2015,03,201503,42892,10,386.43,2
398,3/27/2015,2015,03,201503,42893,9,335.55,1
399,3/27/2015,2015,03,201503,42896,4,342.29,11
400,3/27/2015,2015,03,201503,42897,8,401.28,5
401,3/27/2015,2015,03,201503,42898,19,406.79,7
402,3/27/2015,2015,03,201503,42985,14,1095.71,8
403,3/27/2015,2015,03,201503,42987,14,308.62,10
404,3/27/2015,2015,03,201503,42988,13,373.46,4
405,3/27/2015,2015,03,201503,42990,8,242.76,10
406,3/27/2015,2015,03,201503,42992,8,430.3,6
407,3/27/2015,2015,03,201503,42997,6,302.89,5
408,3/27/2015,2015,03,201503,42999,4,426.34,14
409,3/27/2015,2015,03,201503,43002,6,286.08,6
410,3/27/2015,2015,03,201503,43004,1,237.54,12
411,3/27/2015,2015,03,201503,43005,13,290.34,11
412,3/27/2015,2015,03,201503,43007,18,315.89,7
413,3/27/2015,2015,03,201503,43010,4,259.76,3
414,3/27/2015,2015,03,201503,43011,24,286.69,14
415,3/27/2015,2015,03,201503,43014,11,372.61,6
416,3/27/2015,2015,03,201503,43016,9,353.3,1
417,3/27/2015,2015,03,201503,43017,3,220.34,2
418,3/27/2015,2015,03,201503,43020,6,352.38,11
419,3/27/2015,2015,03,201503,43023,11,478.1,10
420,3/27/2015,2015,03,201503,43024,18,383.13,10
421,3/27/2015,2015,03,201503,43025,1,362.66,9
422,3/27/2015,2015,03,201503,43026,1,417.16,4
423,3/27/2015,2015,03,201503,42754,7,946.5,4
424,3/27/2015,2015,03,201503,42756,6,470.04,6
425,3/27/2015,2015,03,201503,42758,14,1142.3,3
426,3/27/2015,2015,03,201503,42759,8,1372.22,5
427,3/27/2015,2015,03,201503,42760,4,1011.04,11
428,3/27/2015,2015,03,201503,42761,11,864.21,8
429,3/27/2015,2015,03,201503,42762,1,1399.64,2
430,3/27/2015,2015,03,201503,42764,9,986.88,2
431,3/27/2015,2015,03,201503,42765,10,1218.07,10
432,3/27/2015,2015,03,201503,42766,8,4504.82,12
433,3/27/2015,2015,03,201503,42767,13,,8
434,3/27/2015,2015,03,201503,42768,3,1190,2
435,3/27/2015,2015,03,201503,42772,3,4089.39,6
436,3/27/2015,2015,03,201503,42773,11,6035.7,11
437,3/27/2015,2015,03,201503,42775,5,2152.67,3
438,3/27/2015,2015,03,201503,42778,10,2222.09,11
439,3/27/2015,2015,03,201503,42780,3,3169.15,3
440,3/27/2015,2015,03,201503,42781,9,1595.03,12
441,3/27/2015,2015,03,201503,42783,18,,2
442,3/27/2015,2015,03,201503,42785,4,981.92,12
443,3/27/2015,2015,03,201503,42787,8,925.78,14
444,3/27/2015,2015,03,201503,42789,15,131.92,10
445,3/27/2015,2015,03,201503,42791,11,184.22,3
446,3/27/2015,2015,03,201503,42792,21,347.27,6
447,3/27/2015,2015,03,201503,42794,10,195.91,12
448,3/27/2015,2015,03,201503,42796,10,359.59,4
449,3/27/2015,2015,03,201503,42799,20,1094.28,2
450,3/27/2015,2015,03,201503,42851,4,,2
451,3/27/2015,2015,03,201503,42926,10,48.12,4
452,3/27/2015,2015,03,201503,42927,16,65.4,11
453,3/27/2015,2015,03,201503,42929,3,207.02,11
454,3/27/2015,2015,03,201503,42870,5,140.88,14
455,3/27/2015,2015,03,201503,42899,9,139.84,5
456,3/27/2015,2015,03,201503,42900,5,158.72,11
457,3/27/2015,2015,03,201503,42928,7,80.52,1
458,3/27/2015,2015,03,201503,42932,3,105.97,2
459,3/27/2015,2015,03,201503,42973,7,82.38,11
460,3/27/2015,2015,03,201503,42975,18,137.36,13
461,3/27/2015,2015,03,201503,42979,15,70.97,11
462,3/27/2015,2015,03,201503,42981,14,41.25,7
463,3/27/2015,2015,03,201503,42982,4,9.08,6
464,4/24/2015,2015,04,201504,42832,5,532.04,7
465,4/24/2015,2015,04,201504,42835,5,593.74,5
466,4/24/2015,2015,04,201504,42838,4,596.67,10
467,4/24/2015,2015,04,201504,42839,4,,2
468,4/24/2015,2015,04,201504,42845,21,520.26,13
469,4/24/2015,2015,04,201504,42847,3,2157.65,9
470,4/24/2015,2015,04,201504,42858,30,391.48,3
471,4/24/2015,2015,04,201504,42859,15,458,10
472,4/24/2015,2015,04,201504,42860,4,431.11,13
473,4/24/2015,2015,04,201504,42861,12,369.77,3
474,4/24/2015,2015,04,201504,42862,19,383.83,7
475,4/24/2015,2015,04,201504,42983,5,266.59,11
476,4/24/2015,2015,04,201504,42907,3,276.38,11
477,4/24/2015,2015,04,201504,42908,1,1113.93,6
478,4/24/2015,2015,04,201504,42909,8,1094.39,9
479,4/24/2015,2015,04,201504,42910,37,928.42,8
480,4/24/2015,2015,04,201504,42914,7,1118.06,5
481,4/24/2015,2015,04,201504,42915,6,1378.57,6
482,4/24/2015,2015,04,201504,42917,6,,8
483,4/24/2015,2015,04,201504,42918,10,629.27,6
484,4/24/2015,2015,04,201504,42920,5,556.41,12
485,4/24/2015,2015,04,201504,42924,2,426.57,5
486,4/24/2015,2015,04,201504,42934,13,1360.3,13
487,4/24/2015,2015,04,201504,42935,1,1478.06,13
488,4/24/2015,2015,04,201504,42937,6,1512.17,10
489,4/24/2015,2015,04,201504,42938,4,2055.54,10
490,4/24/2015,2015,04,201504,42941,5,2293.25,1
491,4/24/2015,2015,04,201504,42946,6,1377.1,8
492,4/24/2015,2015,04,201504,42947,9,1956.22,13
